,title,budget,revenue,RB Ratio,metascore
Oz: The Great and Powerful,Oz: The Great and Powerful,200000000,491868548,2.45934274,44
The Amazing Spider-Man 2,The Amazing Spider-Man 2,200000000,705717432,3.52858716,53
TRON: Legacy,TRON: Legacy,170000000,400062763,2.353310371,49
Cars 2,Cars 2,200000000,559852396,2.79926198,57
Green Lantern,Green Lantern,200000000,219851172,1.09925586,39
Toy Story 3,Toy Story 3,200000000,1066969703,5.334848515,92
Terminator Salvation,Terminator Salvation,200000000,371353001,1.856765005,49
Furious 7,Furious 7,190000000,1506249360,7.927628211,67
World War Z,World War Z,200000000,531865000,2.659325,63
X-Men: Days of Future Past,X-Men: Days of Future Past,250000000,747862775,2.9914511,75
Star Trek Into Darkness,Star Trek Into Darkness,190000000,467365246,2.459817084,72
Jack the Giant Slayer,Jack the Giant Slayer,195000000,197687603,1.013782579,51
The Great Gatsby,The Great Gatsby,105000000,351040419,3.343242086,55
Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,150000000,335154643,2.234364287,50
Pacific Rim,Pacific Rim,180000000,407602906,2.264460589,65
Transformers: Dark of the Moon,Transformers: Dark of the Moon,195000000,1123746996,5.762805108,42
Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,4.252086665,65
The Good Dinosaur,The Good Dinosaur,175000000,331926147,1.89672084,66
Brave,Brave,185000000,538983207,2.913422741,69
Star Trek Beyond,Star Trek Beyond,185000000,343471816,1.856604411,68
Rush Hour 3,Rush Hour 3,140000000,258022233,1.84301595,44
2012,2012,200000000,769653595,3.848267975,49
A Christmas Carol,A Christmas Carol,200000000,325233863,1.626169315,55
Jupiter Ascending,Jupiter Ascending,176000003,183987723,1.045384772,40
The Legend of Tarzan,The Legend of Tarzan,180000000,356743061,1.981905894,44
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,4.16003865,75
X-Men: Apocalypse,X-Men: Apocalypse,178000000,543934787,3.05581341,52
The Dark Knight,The Dark Knight,185000000,1004558444,5.430045643,84
Up,Up,175000000,735099082,4.200566183,88
Iron Man,Iron Man,140000000,585174222,4.179815871,79
Hugo,Hugo,170000000,185770160,1.092765647,83
