Title,Title,Budget,Revenue,BD Ratio,IMDB score
Topaz,Topaz,4000000,6000000,1.5,6.30
Let's Go to Prison,Let's Go to Prison,4000000,4630045,1.15751125,6.00
Four Rooms,Four Rooms,4000000,4300000,1.075,6.80
Secretary,Secretary,4000000,9304609,2.32615225,7.00
Talk Radio,Talk Radio,4000000,3468572,0.867143,7.30
You Kill Me,You Kill Me,4000000,2426851,0.60671275,6.50
Red State,Red State,4000000,1104682,0.2761705,6.20
Mirrormask,Mirrormask,4000000,866999,0.21674975,6.80
Joe,Joe,4000000,2365467,0.59136675,6.90
Shooting Fish,Shooting Fish,3000000,302204,0.100734667,6.60
Prison,Prison,1300000,354704,0.272849231,5.80
Trust,Trust,9500000,120000,0.012631579,6.90
Adore,Adore,16000000,318982,0.019936375,6.20
Mondays in the Sun,Mondays in the Sun,4000000,146402,0.0366005,7.60
Stake Land,Stake Land,650000,33245,0.051146154,6.50
Another Happy Day,Another Happy Day,4000000,355688,0.088922,6.10
A Lonely Place to Die,A Lonely Place to Die,4000000,25345000,6.33625,6.20
Hell's Angels,Hell's Angels,3950000,8000000,2.025316456,7.40
A Man for All Seasons,A Man for All Seasons,3900000,28350000,7.269230769,7.70
Network,Network,3800000,23689877,6.234178158,8.10
Major Dundee,Major Dundee,3800000,14873,0.003913947,6.70
Annie Get Your Gun,Annie Get Your Gun,3768785,8000000,2.122700021,6.90
Four Lions,Four Lions,967686,4270000,4.412588381,7.30
Defendor,Defendor,3500000,44462,0.012703429,6.80
The Pirate,The Pirate,3700000,2956000,0.798918919,7.00
The History Boys,The History Boys,4000000,13401952,3.350488,6.80
Midnight Cowboy,Midnight Cowboy,3600000,44785053,12.4402925,7.80
Friday,Friday,3500000,28215918,8.061690857,7.30
Menace II Society,Menace II Society,3500000,27900000,7.971428571,7.50
Creepshow 2,Creepshow 2,3500000,14000000,4,6.10
The Ballad of Cable Hogue,The Ballad of Cable Hogue,3716946,5000000,1.345190379,7.30
In Cold Blood,In Cold Blood,3500000,13007551,3.716443143,7.90
The Nun's Story,The Nun's Story,3500000,12800000,3.657142857,7.60
Harper,Harper,3500000,12000000,3.428571429,6.90
Frenzy,Frenzy,3500000,12600000,3.6,7.40
The Witch,The Witch,3500000,40423945,11.54969857,6.90
Gods and Monsters,Gods and Monsters,10000000,6451628,0.6451628,6.00
Evil Dead II,Evil Dead II,3600000,5923044,1.64529,8.20
Troll Hunter,Troll Hunter,3500000,4159678,1.188479429,7.80
Winter Passing,Winter Passing,3500000,113783,0.032509429,6.30
High Anxiety,High Anxiety,3400000,31063038,9.136187647,6.70
Margin Call,Margin Call,3500000,19504039,5.572582571,7.10
Choke,Choke,3000000,3830137,1.276712333,6.50
Whiplash,Whiplash,3300000,13092000,3.967272727,8.50
City of God,City of God,3300000,30641770,9.285384848,8.60
Human Traffic,Human Traffic,600000,4000000,6.666666667,7.10
The Hunt,The Hunt,3800000,16800000,4.421052632,8.30
The Opposite Sex,The Opposite Sex,3300000,45000,0.013636364,6.10
Dreaming of Joseph Lees,Dreaming of Joseph Lees,2000000,7,0.0000035,6.40
Rosemary's Baby,Rosemary's Baby,3200000,33395426,10.43607063,8.00
The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,3200000,8000000,2.5,8.10
Beginners,Beginners,3200000,5332926,1.666539375,7.20
It's a Wonderful Life,It's a Wonderful Life,3180000,9644124,3.032743396,8.60
Trainspotting,Trainspotting,4000000,16491080,4.12277,8.10
Bowling for Columbine,Bowling for Columbine,4000000,35564473,8.89111825,7.90
A Room with a View,A Room with a View,3000000,20966644,6.988881333,7.30
Martin Lawrence Live: Runteldat,Martin Lawrence Live: Runteldat,3000000,19184015,6.394671667,5.50
Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,3000000,17570324,5.856774667,8.00
Beneath the Planet of the Apes,Beneath the Planet of the Apes,3000000,18999718,6.333239333,6.10
Air Bud,Air Bud,3000000,23144499,7.714833,5.20
Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,3000000,19472057,6.490685667,6.00
The Bridge on the River Kwai,The Bridge on the River Kwai,3000000,33300000,11.1,8.10
Spaced Invaders,Spaced Invaders,3000000,15369573,5.123191,5.30
Family Plot,Family Plot,2000000,7900000,3.95,6.80
The Apartment,The Apartment,3000000,25000000,8.333333333,8.30
Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,3000000,15938065,5.312688333,4.30
Torn Curtain,Torn Curtain,3000000,13000000,4.333333333,6.70
Dave Chappelle's Block Party,Dave Chappelle's Block Party,3000000,11718595,3.906198333,7.20
Elmer Gantry,Elmer Gantry,3000000,10400000,3.466666667,7.80
Judgment at Nuremberg,Judgment at Nuremberg,3000000,10000000,3.333333333,8.20
Red River,Red River,3000000,9012000,3.004,7.80
Before Midnight,Before Midnight,3000000,11176469,3.725489667,7.90
Phantasm II,Phantasm II,3000000,7282851,2.427617,6.50
Woman Thou Art Loosed,Woman Thou Art Loosed,3000000,6804016,2.268005333,6.60
East Is East,East Is East,3800000,28200000,7.421052632,6.90
Kama Sutra - A Tale of Love,Kama Sutra - A Tale of Love,3000000,4109095,1.369698333,6.00
Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,3000000,4000000,1.333333333,7.80
Jawbreaker,Jawbreaker,3000000,3076820,1.025606667,5.60
Basquiat,Basquiat,2962051,3011195,1.016591207,6.90
Tsotsi,Tsotsi,3000000,9879971,3.293323667,7.20
Happiness,Happiness,3000000,2807390,0.935796667,7.70
Tusk,Tusk,2800000,1826705,0.652394643,5.30
Oldboy,Oldboy,3000000,14980005,4.993335,8.40
Hobo with a Shotgun,Hobo with a Shotgun,3000000,748453,0.249484333,6.10
Fish Tank,Fish Tank,3000000,2357852,0.785950667,7.30
Bachelorette,Bachelorette,3000000,11947954,3.982651333,5.30
The Divide,The Divide,3000000,22000,0.007333333,5.80
Demonic,Demonic,3000000,3387000,1.129,5.30
Point Blank,Point Blank,2500000,3200000,1.28,7.40
Central Station,Central Station,2900000,5596708,1.92989931,8.00
Pocketful of Miracles,Pocketful of Miracles,2900000,5000000,1.724137931,7.20
Freakonomics,Freakonomics,3000000,103735,0.034578333,6.40
Hustle & Flow,Hustle & Flow,8000000,23563727,2.945465875,8.10
Some Like It Hot,Some Like It Hot,2883848,25000000,8.668972845,8.20
Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,2800000,19170001,6.846428929,5.30
The Wizard of Oz,The Wizard of Oz,2777000,33754967,12.15519157,8.00
Diary of the Dead,Diary of the Dead,2000000,5364858,2.682429,5.60
The Black Stallion,The Black Stallion,2700000,37799643,13.99986778,7.30
Donovan's Reef,Donovan's Reef,2686000,6600000,2.457185406,6.90
A Guy Named Joe,A Guy Named Joe,2627000,5363000,2.041492196,7.00
Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,2600000,32980880,12.68495385,6.00
Ida,Ida,2159280,10700000,4.955355489,7.40
Riding Giants,Riding Giants,2600000,3166000,1.217692308,7.90
Timecrimes,Timecrimes,2600000,553198,0.212768462,7.20
Singin' in the Rain,Singin' in the Rain,2540800,7200000,2.833753149,8.30
2016: Obama's America,2016: Obama's America,2500000,33400000,13.36,5.00
Halloween III: Season of the Witch,Halloween III: Season of the Witch,2500000,14400000,5.76,4.90
Escape from the Planet of the Apes,Escape from the Planet of the Apes,2500000,12348905,4.939562,6.30
Hud,Hud,2500000,10000000,4,7.90
Garden State,Garden State,2500000,26781723,10.7126892,7.40
Before Sunrise,Before Sunrise,2500000,5535405,2.214162,8.10
Robot & Frank,Robot & Frank,2500000,3325038,1.3300152,7.10
The Spectacular Now,The Spectacular Now,2500000,6854611,2.7418444,7.10
Eye of the Dolphin,Eye of the Dolphin,2500000,71904,0.0287616,5.70
Sleep Dealer,Sleep Dealer,2500000,107559,0.0430236,6.00
Super,Super,2500000,324138,0.1296552,6.70
Get on the Bus,Get on the Bus,2400000,5731103,2.387959583,6.70
Idiocracy,Idiocracy,30000000,495303,0.0165101,6.60
This Is England,This Is England,2380000,8176544,3.435522689,7.70
Bathing Beauty,Bathing Beauty,2361000,6892000,2.919102075,6.60
Show Boat,Show Boat,2300000,11000000,4.782608696,6.90
Friday the 13th Part III,Friday the 13th Part III,4000000,36690067,9.17251675,5.70
Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,2200000,21930418,9.968371818,4.80
The Valley of Decision,The Valley of Decision,2160000,9132000,4.227777778,7.40
The Best Years of Our Lives,The Best Years of Our Lives,2100000,23650000,11.26190476,8.00
Mi America,Mi America,2100000,3330,0.001585714,7.00
Sleeper,Sleeper,2000000,18344729,9.1723645,7.20
It Follows,It Follows,2000000,14674076,7.337038,6.80
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,9.008145,6.80
To Kill a Mockingbird,To Kill a Mockingbird,2000000,13129846,6.564923,8.30
Mad Max 2: The Road Warrior,Mad Max 2: The Road Warrior,2000000,24600832,12.300416,7.60
Boys Don't Cry,Boys Don't Cry,2000000,11540607,5.7703035,7.50
Silent House,Silent House,2000000,13101672,6.550836,5.20
The Hustler,The Hustler,2000000,7600000,3.8,8.00
Boom Town,Boom Town,2000000,9172000,4.586,7.10
The Triplets of Belleville,The Triplets of Belleville,8000000,1477676,0.1847095,7.80
Before Sunset,Before Sunset,2700000,15992615,5.923190741,8.00
Amores perros,Amores perros,2000000,20908467,10.4542335,8.10
Thirteen,Thirteen,2000000,4601043,2.3005215,6.80
Gentleman's Agreement,Gentleman's Agreement,2000000,7800000,3.9,7.20
Winter's Bone,Winter's Bone,2000000,13831503,6.9157515,7.20
Alexander's Ragtime Band,Alexander's Ragtime Band,2000000,4000000,2,6.90
Inside Job,Inside Job,2000000,7871522,3.935761,8.20
We Are Your Friends,We Are Your Friends,6000000,11122090,1.853681667,6.20
Harsh Times,Harsh Times,2000000,5967038,2.983519,6.90
Captive,Captive,2000000,2801508,1.400754,5.40
Full Frontal,Full Frontal,2000000,2506446,1.253223,4.70
Shortbus,Shortbus,2000000,5179037,2.5895185,6.40
Waltz with Bashir,Waltz with Bashir,2000000,11125849,5.5629245,8.00
"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey",2000000,1672730,0.836365,3.00
No End in Sight,No End in Sight,2000000,1431623,0.7158115,8.20
The Diary of a Teenage Girl,The Diary of a Teenage Girl,2000000,1477002,0.738501,6.90
Inside Deep Throat,Inside Deep Throat,2000000,653621,0.3268105,6.70
The Virginity Hit,The Virginity Hit,2000000,563706,0.281853,4.60
Subway,Subway,2000000,390659,0.1953295,6.60
Six-String Samurai,Six-String Samurai,2000000,124494,0.062247,6.70
It's All Gone Pete Tong,It's All Gone Pete Tong,2000000,120620,0.06031,7.30
Saint John of Las Vegas,Saint John of Las Vegas,3800000,111731,0.029402895,5.70
Stonewall,Stonewall,13500000,187674,0.013901778,5.20
Roadside Romeo,Roadside Romeo,7000000,1100000,0.157142857,5.20
Sherrybaby,Sherrybaby,2000000,622806,0.311403,6.60
Stitches,Stitches,100000,95000,0.95,5.60
Bananas,Bananas,2000000,11833696,5.916848,7.00
Buried,Buried,1987650,19152480,9.635740699,7.00
A Streetcar Named Desire,A Streetcar Named Desire,1800000,8000000,4.444444444,8.00
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9440272,5.244595556,8.40
Beasts of the Southern Wild,Beasts of the Southern Wild,1800000,21107746,11.72652556,7.30
Battle for the Planet of the Apes,Battle for the Planet of the Apes,1700000,8844595,5.202702941,5.50
Higher Ground,Higher Ground,2000000,841733,0.4208665,6.20
Hang 'em High,Hang 'em High,1800000,6800000,3.777777778,7.00
Run Lola Run,Run Lola Run,1530000,7267585,4.750055556,7.70
May,May,500000,150277,0.300554,6.60
Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1700000,9700000,5.705882353,6.10
I Spit on Your Grave,I Spit on Your Grave,2000000,572809,0.2864045,6.30
"Happy, Texas","Happy, Texas",1700000,1943649,1.143322941,6.30
The Lunchbox,The Lunchbox,1000000,4235151,4.235151,7.80
You Can't Take It With You,You Can't Take It With You,1644736,7433101,4.519327722,7.90
She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,1600000,5400000,3.375,7.30
The Conversation,The Conversation,1600000,4420000,2.7625,7.80
Waitress,Waitress,2000000,22179430,11.089715,7.00
Bloodsport,Bloodsport,1500000,11806119,7.870746,6.80
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1500000,9600000,6.4,8.10
Kids,Kids,1500000,7412216,4.941477333,7.10
The Squid and the Whale,The Squid and the Whale,1500000,11098131,7.398754,7.30
Kissing Jessica Stein,Kissing Jessica Stein,1000000,10013424,10.013424,6.40
Spellbound,Spellbound,1500000,7000000,4.666666667,7.60
Buffalo '66,Buffalo '66,1500000,2375097,1.583398,7.50
Repo Man,Repo Man,1500000,2300000,1.533333333,6.90
The Ballad of Jack and Rose,The Ballad of Jack and Rose,1500000,712294,0.474862667,6.70
The To Do List,The To Do List,1500000,3566225,2.377483333,5.80
Killing Zoe,Killing Zoe,1500000,418961,0.279307333,6.50
The Believer,The Believer,1500000,416925,0.27795,7.20
Session 9,Session 9,1500000,373967,0.249311333,6.40
My Name Is Bruce,My Name Is Bruce,1500000,173066,0.115377333,6.20
Pontypool,Pontypool,1500000,32000,0.021333333,6.60
The Lords of Salem,The Lords of Salem,1500000,1165882,0.777254667,5.10
Shalako,Shalako,1455000,2620000,1.800687285,5.60
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1350000,3897569,2.887088148,8.20
Journey from the Fall,Journey from the Fall,1300000,639000,0.491538462,7.10
Rebecca,Rebecca,1288000,6000000,4.658385093,8.10
The Lost Weekend,The Lost Weekend,1250000,11000000,8.8,7.90
C.H.U.D.,C.H.U.D.,1250000,3412497,2.7299976,5.60
Niagara,Niagara,1250000,8500000,6.8,7.00
How Green Was My Valley,How Green Was My Valley,1250000,6000000,4.8,7.70
Super Troopers,Super Troopers,3000000,18492362,6.164120667,7.10
The Trouble with Harry,The Trouble with Harry,1200000,7000000,5.833333333,7.10
Home Run,Home Run,1200000,2861020,2.384183333,5.90
Reservoir Dogs,Reservoir Dogs,1200000,14661007,12.21750583,8.30
"The Good, the Bad and the Ugly","The Good, the Bad and the Ugly",1200000,6000000,5,8.80
"Pink Ribbons, Inc.","Pink Ribbons, Inc.",900000,25000,0.027777778,7.20
The Charge of the Light Brigade,The Charge of the Light Brigade,1200000,2736000,2.28,7.10
Airborne,Airborne,2600000,2850263,1.096255,6.30
Waiting...,Waiting...,3000000,18637690,6.212563333,6.80
From a Whisper to a Scream,From a Whisper to a Scream,1100000,1400000,1.272727273,5.90
The Raid,The Raid,1100000,4105187,3.731988182,6.80
Casablanca,Casablanca,878000,10462500,11.91628702,8.50
Hellraiser,Hellraiser,1000000,14564027,14.564027,7.00
God's Not Dead 2,God's Not Dead 2,5000000,23507567,4.7015134,4.30
Cry_Wolf,Cry_Wolf,1000000,10047674,10.047674,5.80
Godzilla 2000,Godzilla 2000,1000000,10037390,10.03739,6.10
Blue Valentine,Blue Valentine,3500000,16566240,4.733211429,7.40
Transamerica,Transamerica,1000000,13350369,13.350369,7.40
Love Me Tender,Love Me Tender,1000000,9000000,9,6.20
Sands of Iwo Jima,Sands of Iwo Jima,1000000,7800000,7.8,7.10
The Green Inferno,The Green Inferno,5000000,6833445,1.366689,5.30
The Sessions,The Sessions,1000000,9138338,9.138338,7.20
Two Girls and a Guy,Two Girls and a Guy,1000000,2057193,2.057193,5.50
Who Killed the Electric Car?,Who Killed the Electric Car?,1000000,1678874,1.678874,7.70
The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,1000000,1744858,1.744858,7.00
Brigham City,Brigham City,1000000,852206,0.852206,6.90
Fiza,Fiza,1000000,623791,0.623791,6.20
Blue Car,Blue Car,1000000,464000,0.464,6.60
The Act of Killing,The Act of Killing,1000000,444575,0.444575,8.20
Taxi to the Dark Side,Taxi to the Dark Side,1000000,274661,0.274661,7.50
Alone With Her,Alone With Her,1000000,10018,0.010018,6.00
Special,Special,1000000,7202,0.007202,6.90
Charly,Charly,950000,814666,0.857543158,7.00
On the Waterfront,On the Waterfront,910000,9600000,10.54945055,8.10
L!fe Happens,L!fe Happens,930000,30905,0.033231183,5.60
"4 Months, 3 Weeks and 2 Days","4 Months, 3 Weeks and 2 Days",852510,1185783,1.390931485,7.90
Hard Candy,Hard Candy,950000,7022209,7.391798947,7.10
The Quiet,The Quiet,900000,381420,0.4238,6.30
Latter Days,Latter Days,850000,819939,0.964634118,7.00
"For a Good Time, Call...","For a Good Time, Call...",850000,1243961,1.463483529,6.00
Ruby in Paradise,Ruby in Paradise,800000,1001437,1.25179625,7.10
Raising Victor Vargas,Raising Victor Vargas,800000,2816116,3.520145,7.10
The Mudge Boy,The Mudge Boy,800000,62852,0.078565,7.20
Dead Snow,Dead Snow,800000,1984662,2.4808275,6.30
Safety Not Guaranteed,Safety Not Guaranteed,750000,4007792,5.343722667,7.00
Kill List,Kill List,500000,171760,0.34352,6.40
The Innkeepers,The Innkeepers,750000,78396,0.104528,5.40
High Noon,High Noon,730000,8000000,10.95890411,7.90
Hoop Dreams,Hoop Dreams,700000,7830611,11.18658714,8.30
L.I.E.,L.I.E.,700000,1667192,2.381702857,7.10
Half Nelson,Half Nelson,700000,4911725,7.01675,7.20
Naturally Native,Naturally Native,700000,10508,0.015011429,6.50
Top Hat,Top Hat,609000,3202000,5.257799672,7.80
Beyond the Mat,Beyond the Mat,2053648,500000,0.243469183,7.60
Sholem Aleichem: Laughing In The Darkness,Sholem Aleichem: Laughing In The Darkness,500000,845188,1.690376,6.80
Mean Creek,Mean Creek,500000,603943,1.207886,7.20
Seven Samurai,Seven Samurai,2000000,271841,0.1359205,8.60
Rubber,Rubber,500000,98017,0.196034,5.80
Monsters,Monsters,500000,4242978,8.485956,6.40
Conversations with Other Women,Conversations with Other Women,450000,973525,2.163388889,7.00
42nd Street,42nd Street,439000,2281000,5.195899772,7.40
Monty Python and the Holy Grail,Monty Python and the Holy Grail,400000,5028948,12.57237,8.20
What Happens in Vegas,What Happens in Vegas,35000000,170000000,4.857142857,6.10
My Beautiful Laundrette,My Beautiful Laundrette,860000,2451545,2.850633721,6.80
The Broadway Melody,The Broadway Melody,379000,4358000,11.49868074,5.70
Maniac,Maniac,6000000,31081,0.005180167,7.80
Murderball,Murderball,300000,1750211,5.834036667,7.70
12 Angry Men,12 Angry Men,350000,1000000,2.857142857,8.90
It Happened One Night,It Happened One Night,325000,4500000,13.84615385,8.10
Tumbleweeds,Tumbleweeds,312000,1281176,4.106333333,6.70
The Prophecy,The Prophecy,8,16,2,6.50
Ayurveda: Art of Being,Ayurveda: Art of Being,300000,2074000,6.913333333,7.70
"First Love, Last Rites","First Love, Last Rites",300000,40542,0.13514,5.50
Cube,Cube,250000,501818,2.007272,7.20
I Married a Strange Person!,I Married a Strange Person!,250,203,0.812,7.00
Like Crazy,Like Crazy,250000,3542353,14.169412,6.70
The Canyons,The Canyons,250000,56825,0.2273,3.80
